"JUGADORES";"Jugador1";"Jugador2"
"REGLAS";"NO APLICA";"NO APLICA"
"CARTAS JUGADAS";"8";"6"
"CARTAS ROBADAS";"1";"7"
"CARTAS +4";"1";"0"
"CARTAS +2";"0";"1"
"CARTAS CAMBIO DE SENTIDO";"0";"0"
"CARTAS QUITAR TURNO";"1";"0"
"CARTAS CAMBIA COLOR";"2";"0"
"VECES QUE HA INTENTADO HACER TRAMPA";"3";"0"
"VECES QUE CANTA UNO";"1";"0"
"VECES QUE HA GANADO";"1";"0"

"GANADOR DE LAS PARTIDAS";"Jugador1"
